,disease_type,sample_type,experimental_strategy,tissue_source_site_label,platform,data_submitting_center_label,portion_is_ffpe
5202,Colon Adenocarcinoma,Primary Tumor,WGS,Indivumed,Illumina HiSeq,Baylor College of Medicine,NO
5203,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5204,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5205,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,MSKCC,Illumina HiSeq,University of North Carolina,NO
5206,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5207,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5208,Colon Adenocarcinoma,Primary Tumor,WGS,Christiana Healthcare,Illumina HiSeq,Baylor College of Medicine,NO
5209,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5210,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,ILSbio,Illumina HiSeq,University of North Carolina,NO
5211,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5212,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5213,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
5214,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,University of Michigan,Illumina HiSeq,University of North Carolina,NO
5215,Colon Adenocarcinoma,Primary Tumor,WGS,Indivumed,Illumina HiSeq,Harvard Medical School,NO
5216,Colon Adenocarcinoma,Primary Tumor,WGS,Christiana Healthcare,Illumina HiSeq,Harvard Medical School,NO
5217,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5218,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5219,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5220,Colon Adenocarcinoma,Solid Tissue Normal,RNA-Seq,Indivumed,Illumina HiSeq,University of North Carolina,NO
5221,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,MSKCC,Illumina HiSeq,University of North Carolina,NO
5222,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5223,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,MSKCC,Illumina GA,University of North Carolina,NO
5224,Colon Adenocarcinoma,Blood Derived Normal,WGS,Indivumed,Illumina HiSeq,Baylor College of Medicine,NO
5225,Colon Adenocarcinoma,Blood Derived Normal,WGS,Christiana Healthcare,Illumina HiSeq,Baylor College of Medicine,NO
5226,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Christiana Healthcare,Illumina HiSeq,University of North Carolina,NO
5227,Colon Adenocarcinoma,Primary Tumor,WGS,Indivumed,Illumina GA,Harvard Medical School,NO
5228,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina GA,University of North Carolina,NO
5229,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Roswell Park,Illumina HiSeq,University of North Carolina,NO
5230,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Christiana Healthcare,Illumina GA,University of North Carolina,NO
5231,Colon Adenocarcinoma,Blood Derived Normal,WGS,BLN - Baylor,Illumina HiSeq,Baylor College of Medicine,NO
5232,Colon Adenocarcinoma,Blood Derived Normal,WGS,ILSbio,Illumina HiSeq,Baylor College of Medicine,NO
5233,Colon Adenocarcinoma,Blood Derived Normal,WGS,MSKCC,Illumina HiSeq,Harvard Medical School,NO
5234,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5235,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5236,Colon Adenocarcinoma,Primary Tumor,WGS,Indivumed,Illumina HiSeq,Harvard Medical School,NO
5237,Colon Adenocarcinoma,Solid Tissue Normal,WGS,Indivumed,Illumina HiSeq,Harvard Medical School,NO
5238,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5239,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5240,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Christiana Healthcare,Illumina GA,University of North Carolina,NO
5241,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Greater Poland Cancer Center,Illumina HiSeq,University of North Carolina,NO
5242,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
5243,Colon Adenocarcinoma,Solid Tissue Normal,RNA-Seq,Christiana Healthcare,Illumina HiSeq,University of North Carolina,NO
5244,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Christiana Healthcare,Illumina HiSeq,University of North Carolina,NO
5245,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,University of Michigan,Illumina HiSeq,University of North Carolina,NO
5246,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5247,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5248,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5249,Colon Adenocarcinoma,Solid Tissue Normal,WGS,Indivumed,Illumina HiSeq,Harvard Medical School,NO
5250,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Christiana Healthcare,Illumina GA,University of North Carolina,NO
5251,Colon Adenocarcinoma,Primary Tumor,WGS,Indivumed,Illumina HiSeq,Harvard Medical School,NO
5252,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
5253,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5254,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,MSKCC,Illumina GA,University of North Carolina,NO
5255,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5256,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5257,Colon Adenocarcinoma,Blood Derived Normal,WGS,UNC,Illumina HiSeq,Harvard Medical School,NO
5258,Colon Adenocarcinoma,Blood Derived Normal,WGS,Indivumed,Illumina HiSeq,Baylor College of Medicine,NO
5259,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,MSKCC,Illumina HiSeq,University of North Carolina,NO
5260,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina GA,University of North Carolina,NO
5261,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Christiana Healthcare,Illumina GA,University of North Carolina,NO
5262,Colon Adenocarcinoma,Primary Tumor,RNA-Seq,Roswell Park,Illumina HiSeq,University of North Carolina,NO
5263,Colon Adenocarcinoma,Primary Tumor,WGS,Indivumed,Illumina HiSeq,Harvard Medical School,NO
5264,Colon Adenocarcinoma,Primary Tumor,WGS,Indivumed,Illumina HiSeq,Harvard Medical School,NO
5265,Thyroid Carcinoma,Primary Tumor,WGS,University of Pittsburgh,Illumina HiSeq,Harvard Medical School,NO
5266,Thyroid Carcinoma,Primary Tumor,RNA-Seq,International Genomics Consortium,Illumina HiSeq,University of North Carolina,NO
5267,Thyroid Carcinoma,Solid Tissue Normal,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
5268,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Johns Hopkins,Illumina HiSeq,University of North Carolina,NO
5269,Thyroid Carcinoma,Blood Derived Normal,WGS,University of North Carolina,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
5270,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Johns Hopkins,Illumina HiSeq,University of North Carolina,NO
5271,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
5272,Thyroid Carcinoma,Blood Derived Normal,WGS,University of North Carolina,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
5273,Thyroid Carcinoma,Primary Tumor,WGS,University Health Network,Illumina HiSeq,Harvard Medical School,NO
5274,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University Health Network,Illumina HiSeq,University of North Carolina,NO
5275,Thyroid Carcinoma,Primary Tumor,WGS,University Health Network,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
5276,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University Health Network,Illumina HiSeq,University of North Carolina,NO
5277,Thyroid Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,Harvard Medical School,NO
5278,Thyroid Carcinoma,Blood Derived Normal,WGS,Christiana Healthcare,Illumina HiSeq,Harvard Medical School,NO
5279,Thyroid Carcinoma,Blood Derived Normal,WGS,ILSbio,Illumina HiSeq,Harvard Medical School,NO
5280,Thyroid Carcinoma,Primary Tumor,WGS,Johns Hopkins,Illumina HiSeq,Harvard Medical School,NO
5281,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Johns Hopkins,Illumina HiSeq,University of North Carolina,NO
5282,Thyroid Carcinoma,Primary Tumor,WGS,University of Pittsburgh,Illumina HiSeq,Harvard Medical School,NO
5283,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
5284,Thyroid Carcinoma,Primary Tumor,RNA-Seq,MD Anderson,Illumina HiSeq,University of North Carolina,NO
5285,Thyroid Carcinoma,Metastatic,RNA-Seq,University Health Network,Illumina HiSeq,University of North Carolina,NO
5286,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Johns Hopkins,Illumina HiSeq,University of North Carolina,NO
5287,Thyroid Carcinoma,Blood Derived Normal,WGS,MD Anderson,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
5288,Thyroid Carcinoma,Primary Tumor,WGS,MD Anderson,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
5289,Thyroid Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
5290,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Johns Hopkins,Illumina HiSeq,University of North Carolina,NO
5291,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University of North Carolina,Illumina HiSeq,University of North Carolina,NO
5292,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University Health Network,Illumina HiSeq,University of North Carolina,NO
5293,Thyroid Carcinoma,Solid Tissue Normal,WGS,University Health Network,Illumina HiSeq,Harvard Medical School,NO
5294,Thyroid Carcinoma,Solid Tissue Normal,WGS,University Health Network,Illumina HiSeq,Harvard Medical School,NO
5295,Thyroid Carcinoma,Blood Derived Normal,WGS,Ohio State University,Illumina HiSeq,Harvard Medical School,NO
5296,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University Health Network,Illumina HiSeq,University of North Carolina,NO
5297,Thyroid Carcinoma,Blood Derived Normal,WGS,University Health Network,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
5298,Thyroid Carcinoma,Primary Tumor,WGS,Mayo Clinic,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
5299,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
5300,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
5301,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
5302,Thyroid Carcinoma,Primary Tumor,RNA-Seq,MD Anderson,Illumina HiSeq,University of North Carolina,NO
5303,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University of North Carolina,Illumina HiSeq,University of North Carolina,NO
5304,Thyroid Carcinoma,Primary Tumor,WGS,Christiana Healthcare,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
5305,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
5306,Thyroid Carcinoma,Primary Tumor,RNA-Seq,International Genomics Consortium,Illumina HiSeq,University of North Carolina,NO
5307,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University of North Carolina,Illumina HiSeq,University of North Carolina,NO
5308,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University Health Network,Illumina HiSeq,University of North Carolina,NO
5309,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
5310,Thyroid Carcinoma,Primary Tumor,RNA-Seq,MD Anderson,Illumina HiSeq,University of North Carolina,NO
5311,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Johns Hopkins,Illumina HiSeq,University of North Carolina,NO
5312,Thyroid Carcinoma,Blood Derived Normal,WGS,Ohio State University,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
5313,Thyroid Carcinoma,Primary Tumor,RNA-Seq,MD Anderson,Illumina HiSeq,University of North Carolina,NO
5314,Thyroid Carcinoma,Blood Derived Normal,WGS,University of Pittsburgh,Illumina HiSeq,Harvard Medical School,NO
5315,Thyroid Carcinoma,Primary Tumor,WGS,Ohio State University,Illumina HiSeq,Harvard Medical School,NO
5316,Thyroid Carcinoma,Blood Derived Normal,WGS,Asterand,Illumina HiSeq,Harvard Medical School,NO
5317,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Ohio State University,Illumina HiSeq,University of North Carolina,NO
5318,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
5319,Thyroid Carcinoma,Solid Tissue Normal,RNA-Seq,MD Anderson,Illumina HiSeq,University of North Carolina,NO
5320,Thyroid Carcinoma,Blood Derived Normal,WGS,University Health Network,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
5321,Thyroid Carcinoma,Solid Tissue Normal,RNA-Seq,MD Anderson,Illumina HiSeq,University of North Carolina,NO
5322,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
5323,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
5324,Thyroid Carcinoma,Primary Tumor,WGS,MD Anderson,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
5325,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
5326,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Roswell Park,Illumina HiSeq,University of North Carolina,NO
5327,Thyroid Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,Harvard Medical School,NO
5328,Thyroid Carcinoma,Blood Derived Normal,WGS,Johns Hopkins,Illumina HiSeq,Harvard Medical School,NO
5329,Thyroid Carcinoma,Primary Tumor,WGS,MD Anderson,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
5330,Thyroid Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,Harvard Medical School,NO
5331,Thyroid Carcinoma,Primary Tumor,RNA-Seq,MD Anderson,Illumina HiSeq,University of North Carolina,NO
5332,Thyroid Carcinoma,Blood Derived Normal,WGS,University of Pittsburgh,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
5333,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
5334,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University Health Network,Illumina HiSeq,University of North Carolina,NO
5335,Thyroid Carcinoma,Primary Tumor,RNA-Seq,International Genomics Consortium,Illumina HiSeq,University of North Carolina,NO
5336,Thyroid Carcinoma,Solid Tissue Normal,WGS,Christiana Healthcare,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
5337,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Ohio State University,Illumina HiSeq,University of North Carolina,NO
5338,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
5339,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University Health Network,Illumina HiSeq,University of North Carolina,NO
5340,Thyroid Carcinoma,Solid Tissue Normal,RNA-Seq,Johns Hopkins,Illumina HiSeq,University of North Carolina,NO
5341,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
5342,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
5343,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University Health Network,Illumina HiSeq,University of North Carolina,NO
5344,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University of Michigan,Illumina HiSeq,University of North Carolina,NO
5345,Thyroid Carcinoma,Blood Derived Normal,WGS,Johns Hopkins,Illumina HiSeq,Harvard Medical School,NO
5346,Thyroid Carcinoma,Primary Tumor,WGS,University of Pittsburgh,Illumina HiSeq,Harvard Medical School,NO
5347,Thyroid Carcinoma,Primary Tumor,WGS,Ohio State University,Illumina HiSeq,Harvard Medical School,NO
5348,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
5349,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University of North Carolina,Illumina HiSeq,University of North Carolina,NO
5350,Thyroid Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,Harvard Medical School,NO
5351,Thyroid Carcinoma,Primary Tumor,WGS,University Health Network,Illumina HiSeq,Harvard Medical School,NO
5352,Thyroid Carcinoma,Solid Tissue Normal,RNA-Seq,MD Anderson,Illumina HiSeq,University of North Carolina,NO
5353,Thyroid Carcinoma,Primary Tumor,RNA-Seq,MD Anderson,Illumina HiSeq,University of North Carolina,NO
5354,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
5355,Thyroid Carcinoma,Primary Tumor,RNA-Seq,ABS - IUPUI,Illumina HiSeq,University of North Carolina,NO
5356,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
5357,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
5358,Thyroid Carcinoma,Blood Derived Normal,WGS,University of Pittsburgh,Illumina HiSeq,Harvard Medical School,NO
5359,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Johns Hopkins,Illumina HiSeq,University of North Carolina,NO
5360,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
5361,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Mayo Clinic,Illumina HiSeq,University of North Carolina,NO
5362,Thyroid Carcinoma,Primary Tumor,RNA-Seq,MD Anderson,Illumina HiSeq,University of North Carolina,NO
5363,Thyroid Carcinoma,Solid Tissue Normal,WGS,MD Anderson,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
5364,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
5365,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
5366,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Roswell Park,Illumina HiSeq,University of North Carolina,NO
5367,Thyroid Carcinoma,Primary Tumor,WGS,Johns Hopkins,Illumina HiSeq,Harvard Medical School,NO
5368,Thyroid Carcinoma,Primary Tumor,RNA-Seq,MD Anderson,Illumina HiSeq,University of North Carolina,NO
5369,Thyroid Carcinoma,Primary Tumor,WGS,University of North Carolina,Illumina HiSeq,Harvard Medical School,NO
5370,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
5371,Thyroid Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,Harvard Medical School,NO
5372,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Mayo Clinic,Illumina HiSeq,University of North Carolina,NO
5373,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University of Michigan,Illumina HiSeq,University of North Carolina,NO
5374,Thyroid Carcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
5375,Thyroid Carcinoma,Solid Tissue Normal,RNA-Seq,University of Michigan,Illumina HiSeq,University of North Carolina,NO
5376,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Johns Hopkins,Illumina HiSeq,University of North Carolina,NO
5377,Thyroid Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
5378,Thyroid Carcinoma,Primary Tumor,RNA-Seq,MD Anderson,Illumina HiSeq,University of North Carolina,NO
5379,Thyroid Carcinoma,Primary Tumor,RNA-Seq,ILSbio,Illumina HiSeq,University of North Carolina,NO
5380,Thyroid Carcinoma,Primary Tumor,RNA-Seq,Johns Hopkins,Illumina HiSeq,University of North Carolina,NO
5381,Thyroid Carcinoma,Blood Derived Normal,WGS,University Health Network,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
